id,source_file,window_start,window_end,start_time,end_time,caption,question,answer,risk_level,driving_style,llm_model,generation_status
obd_000011,new_data/Etanol/trackLog-2023-Feb-14_06-34-03_ter.csv,192,215,14-Feb-2023 06:38:05.400,14-Feb-2023 06:38:28.402,"Janela com velocidade media de 50.9 km/h, RPM medio de 1704, carga 45%, acelerador 19% e paradas 0%.",Este intervalo sugere estilo de conducao economico?,Pouca variacao e RPM baixo apontam para economia.,baixo,economico,gemma3:12b,template
obd_000012,new_data/Etanol/trackLog-2023-Feb-14_06-34-03_ter.csv,240,263,14-Feb-2023 06:38:53.401,14-Feb-2023 06:39:16.402,"Janela com velocidade media de 0.0 km/h, RPM medio de 774, carga 35%, acelerador 14% e paradas 100%.",As paradas sao frequentes neste intervalo?,O intervalo mostra comportamento tipico de vias saturadas.,baixo,congestionado,gemma3:12b,template
obd_000013,new_data/Etanol/trackLog-2023-Feb-15_06-39-28_qua.csv,0,23,15-Feb-2023 06:40:01.139,15-Feb-2023 06:40:24.136,"Janela com velocidade media de 10.9 km/h, RPM medio de 1419, carga 44%, acelerador 17% e paradas 0%.",Ha indicios de conducao eficiente neste trecho?,Pouca variacao e RPM baixo apontam para economia.,baixo,economico,gemma3:12b,template
obd_000014,new_data/Etanol/trackLog-2023-Feb-15_06-39-28_qua.csv,48,71,15-Feb-2023 06:40:49.137,15-Feb-2023 06:41:12.140,"Janela com velocidade media de 12.3 km/h, RPM medio de 1425, carga 49%, acelerador 18% e paradas 25%.",O comportamento indica foco em economia?,O padrao e consistente com condução eficiente e estável.,baixo,economico,gemma3:12b,template
obd_000015,new_data/Etanol/trackLog-2023-Feb-15_06-39-28_qua.csv,96,119,15-Feb-2023 06:41:37.136,15-Feb-2023 06:42:00.138,"Janela com velocidade media de 42.5 km/h, RPM medio de 1451, carga 47%, acelerador 17% e paradas 0%.",Este intervalo sugere estilo de conducao economico?,Baixa carga e aceleracao suave indicam eficiencia.,baixo,economico,gemma3:12b,template
obd_000016,new_data/Etanol/trackLog-2023-Feb-15_06-39-28_qua.csv,144,167,15-Feb-2023 06:42:25.139,15-Feb-2023 06:42:48.136,"Janela com velocidade media de 33.6 km/h, RPM medio de 1444, carga 39%, acelerador 17% e paradas 0%.",Ha indicios de conducao eficiente neste trecho?,Velocidade moderada e RPM baixo sugerem condução mais economica.,baixo,economico,gemma3:12b,template
obd_000017,new_data/Etanol/trackLog-2023-Feb-15_06-39-28_qua.csv,192,215,15-Feb-2023 06:43:13.135,15-Feb-2023 06:43:36.135,"Janela com velocidade media de 0.0 km/h, RPM medio de 780, carga 35%, acelerador 14% e paradas 100%.",As paradas sao frequentes neste intervalo?,O padrao e consistente com trafego pesado e baixa fluidez.,baixo,congestionado,gemma3:12b,template
obd_000018,new_data/Etanol/trackLog-2023-Feb-15_06-39-28_qua.csv,240,263,15-Feb-2023 06:44:01.135,15-Feb-2023 06:44:24.136,"Janela com velocidade media de 18.6 km/h, RPM medio de 1038, carga 34%, acelerador 15% e paradas 33%.",O trecho mostra conducao suave e eficiente?,Velocidade moderada e RPM baixo sugerem condução mais economica.,baixo,economico,gemma3:12b,template
obd_000019,new_data/Etanol/trackLog-2023-Feb-16_06-32-36_qui.csv,0,23,16-Feb-2023 06:33:02.176,16-Feb-2023 06:33:25.177,"Janela com velocidade media de 11.6 km/h, RPM medio de 1365, carga 48%, acelerador 18% e paradas 12%.",Este intervalo sugere estilo de conducao economico?,Baixa carga e aceleracao suave indicam eficiencia.,baixo,economico,gemma3:12b,template
obd_000020,new_data/Etanol/trackLog-2023-Feb-16_06-32-36_qui.csv,48,71,16-Feb-2023 06:33:50.176,16-Feb-2023 06:34:13.176,"Janela com velocidade media de 15.0 km/h, RPM medio de 1414, carga 36%, acelerador 17% e paradas 0%.",O trecho mostra conducao suave e eficiente?,Velocidade moderada e RPM baixo sugerem condução mais economica.,baixo,economico,gemma3:12b,template
obd_000021,new_data/Etanol/trackLog-2023-Feb-16_06-32-36_qui.csv,96,119,16-Feb-2023 06:34:38.176,16-Feb-2023 06:35:01.180,"Janela com velocidade media de 5.8 km/h, RPM medio de 966, carga 33%, acelerador 15% e paradas 62%.",As paradas sao frequentes neste intervalo?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000022,new_data/Etanol/trackLog-2023-Feb-16_06-32-36_qui.csv,144,167,16-Feb-2023 06:35:26.175,16-Feb-2023 06:35:49.177,"Janela com velocidade media de 44.2 km/h, RPM medio de 1604, carga 40%, acelerador 17% e paradas 0%.",O trecho mostra conducao suave e eficiente?,O trecho mostra uso moderado do motor e bom consumo.,baixo,economico,gemma3:12b,template
obd_000023,new_data/Etanol/trackLog-2023-Feb-16_06-32-36_qui.csv,192,215,16-Feb-2023 06:36:14.178,16-Feb-2023 06:36:37.179,"Janela com velocidade media de 39.1 km/h, RPM medio de 1362, carga 35%, acelerador 16% e paradas 0%.",O trecho mostra conducao suave e eficiente?,Velocidade moderada e RPM baixo sugerem condução mais economica.,baixo,economico,gemma3:12b,template
obd_000024,new_data/Etanol/trackLog-2023-Feb-16_06-32-36_qui.csv,240,263,16-Feb-2023 06:37:02.176,16-Feb-2023 06:37:25.178,"Janela com velocidade media de 3.0 km/h, RPM medio de 803, carga 33%, acelerador 14% e paradas 79%.",Ha indicios de trafego lento ou paradas frequentes neste trecho?,O padrao e consistente com trafego pesado e baixa fluidez.,baixo,congestionado,gemma3:12b,template
obd_000025,new_data/Etanol/trackLog-2023-Feb-17_06-35-37_sex.csv,0,23,17-Feb-2023 06:36:16.967,17-Feb-2023 06:36:39.967,"Janela com velocidade media de 14.0 km/h, RPM medio de 1367, carga 44%, acelerador 17% e paradas 0%.",Este intervalo sugere estilo de conducao economico?,O padrao e consistente com condução eficiente e estável.,baixo,economico,gemma3:12b,template
obd_000026,new_data/Etanol/trackLog-2023-Feb-17_06-35-37_sex.csv,48,71,17-Feb-2023 06:37:04.970,17-Feb-2023 06:37:27.971,"Janela com velocidade media de 15.1 km/h, RPM medio de 1571, carga 52%, acelerador 18% e paradas 0%.",O comportamento indica foco em economia?,O padrao e consistente com condução eficiente e estável.,baixo,economico,gemma3:12b,template
obd_000027,new_data/Etanol/trackLog-2023-Feb-17_06-35-37_sex.csv,96,119,17-Feb-2023 06:37:52.971,17-Feb-2023 06:38:15.971,"Janela com velocidade media de 20.8 km/h, RPM medio de 1348, carga 44%, acelerador 17% e paradas 0%.",O trecho mostra conducao suave e eficiente?,O trecho mostra uso moderado do motor e bom consumo.,baixo,economico,gemma3:12b,template
obd_000028,new_data/Etanol/trackLog-2023-Feb-17_06-35-37_sex.csv,144,167,17-Feb-2023 06:38:40.972,17-Feb-2023 06:39:03.967,"Janela com velocidade media de 0.1 km/h, RPM medio de 780, carga 38%, acelerador 14% e paradas 96%.",O trecho aparenta trafego pesado com pouca variacao de velocidade?,Baixa velocidade media com alta taxa de parada aponta para congestionamento.,baixo,congestionado,gemma3:12b,template
obd_000029,new_data/Etanol/trackLog-2023-Feb-17_06-35-37_sex.csv,192,215,17-Feb-2023 06:39:28.967,17-Feb-2023 06:39:51.968,"Janela com velocidade media de 38.0 km/h, RPM medio de 1452, carga 40%, acelerador 17% e paradas 0%.",O padrao observado favorece economia de combustivel?,O trecho mostra uso moderado do motor e bom consumo.,baixo,economico,gemma3:12b,template
obd_000030,new_data/Etanol/trackLog-2023-Feb-17_06-35-37_sex.csv,240,263,17-Feb-2023 06:40:16.972,17-Feb-2023 06:40:39.969,"Janela com velocidade media de 42.5 km/h, RPM medio de 1390, carga 41%, acelerador 16% e paradas 0%.",Este intervalo sugere estilo de conducao economico?,Pouca variacao e RPM baixo apontam para economia.,baixo,economico,gemma3:12b,template
obd_000031,new_data/Etanol/trackLog-2023-Feb-23_06-40-07_qui.csv,0,23,23-Feb-2023 06:40:56.688,23-Feb-2023 06:41:19.690,"Janela com velocidade media de 16.5 km/h, RPM medio de 1441, carga 46%, acelerador 18% e paradas 0%.",O padrao observado favorece economia de combustivel?,O padrao e consistente com condução eficiente e estável.,baixo,economico,gemma3:12b,template
obd_000032,new_data/Etanol/trackLog-2023-Feb-23_06-40-07_qui.csv,48,71,23-Feb-2023 06:41:44.690,23-Feb-2023 06:42:07.687,"Janela com velocidade media de 4.0 km/h, RPM medio de 1167, carga 42%, acelerador 17% e paradas 58%.",O comportamento do veiculo indica baixa fluidez no transito?,Baixa velocidade media com alta taxa de parada aponta para congestionamento.,baixo,congestionado,gemma3:12b,template
obd_000033,new_data/Etanol/trackLog-2023-Feb-23_06-40-07_qui.csv,96,119,23-Feb-2023 06:42:32.688,23-Feb-2023 06:42:55.689,"Janela com velocidade media de 17.9 km/h, RPM medio de 1156, carga 32%, acelerador 15% e paradas 0%.",O padrao observado favorece economia de combustivel?,Baixa carga e aceleracao suave indicam eficiencia.,baixo,economico,gemma3:12b,template
obd_000034,new_data/Etanol/trackLog-2023-Feb-23_06-40-07_qui.csv,144,167,23-Feb-2023 06:43:20.688,23-Feb-2023 06:43:43.687,"Janela com velocidade media de 3.8 km/h, RPM medio de 949, carga 42%, acelerador 15% e paradas 79%.",Ha indicios de trafego lento ou paradas frequentes neste trecho?,O intervalo mostra comportamento tipico de vias saturadas.,baixo,congestionado,gemma3:12b,template
obd_000035,new_data/Etanol/trackLog-2023-Feb-23_06-40-07_qui.csv,192,215,23-Feb-2023 06:44:08.691,23-Feb-2023 06:44:31.687,"Janela com velocidade media de 2.0 km/h, RPM medio de 810, carga 33%, acelerador 14% e paradas 88%.",O trecho aparenta trafego pesado com pouca variacao de velocidade?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000036,new_data/Etanol/trackLog-2023-Feb-23_06-40-07_qui.csv,240,263,23-Feb-2023 06:44:56.687,23-Feb-2023 06:45:19.690,"Janela com velocidade media de 0.0 km/h, RPM medio de 766, carga 35%, acelerador 14% e paradas 100%.",O trecho aparenta trafego pesado com pouca variacao de velocidade?,As paradas frequentes indicam congestionamento neste trecho.,baixo,congestionado,gemma3:12b,template
obd_000037,new_data/Etanol/trackLog-2023-Feb-24_06-41-36_sex.csv,0,23,24-Feb-2023 06:41:52.548,24-Feb-2023 06:42:15.548,"Janela com velocidade media de 15.7 km/h, RPM medio de 1486, carga 43%, acelerador 17% e paradas 0%.",Ha indicios de conducao eficiente neste trecho?,O trecho mostra uso moderado do motor e bom consumo.,baixo,economico,gemma3:12b,template
obd_000038,new_data/Etanol/trackLog-2023-Feb-24_06-41-36_sex.csv,48,71,24-Feb-2023 06:42:40.548,24-Feb-2023 06:43:03.547,"Janela com velocidade media de 8.1 km/h, RPM medio de 1297, carga 45%, acelerador 17% e paradas 33%.",O trecho sugere condução rotineira sem extremos?,O padrao e consistente com condução cotidiana.,baixo,normal,gemma3:12b,template
obd_000039,new_data/Etanol/trackLog-2023-Feb-24_06-41-36_sex.csv,96,119,24-Feb-2023 06:43:28.550,24-Feb-2023 06:43:51.550,"Janela com velocidade media de 32.4 km/h, RPM medio de 1396, carga 45%, acelerador 17% e paradas 0%.",Este intervalo sugere estilo de conducao economico?,O trecho mostra uso moderado do motor e bom consumo.,baixo,economico,gemma3:12b,template
obd_000040,new_data/Etanol/trackLog-2023-Feb-24_06-41-36_sex.csv,144,167,24-Feb-2023 06:44:16.547,24-Feb-2023 06:44:39.549,"Janela com velocidade media de 16.1 km/h, RPM medio de 950, carga 29%, acelerador 14% e paradas 38%.",O trecho mostra conducao suave e eficiente?,Pouca variacao e RPM baixo apontam para economia.,baixo,economico,gemma3:12b,template
obd_000041,new_data/Etanol/trackLog-2023-Feb-24_06-41-36_sex.csv,192,215,24-Feb-2023 06:45:04.548,24-Feb-2023 06:45:27.548,"Janela com velocidade media de 0.0 km/h, RPM medio de 776, carga 36%, acelerador 14% e paradas 100%.",Este padrao sugere condução em congestionamento?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000042,new_data/Etanol/trackLog-2023-Feb-24_06-41-36_sex.csv,240,263,24-Feb-2023 06:45:52.550,24-Feb-2023 06:46:15.552,"Janela com velocidade media de 37.2 km/h, RPM medio de 1427, carga 43%, acelerador 17% e paradas 0%.",O trecho mostra conducao suave e eficiente?,Velocidade moderada e RPM baixo sugerem condução mais economica.,baixo,economico,gemma3:12b,template
obd_000043,new_data/Etanol/trackLog-2023-Feb-27_06-41-02_seg.csv,0,23,27-Feb-2023 06:41:54.523,27-Feb-2023 06:42:17.523,"Janela com velocidade media de 9.4 km/h, RPM medio de 1254, carga 45%, acelerador 17% e paradas 12%.",Ha sinais de condução dentro do padrao normal?,Nao ha indicios fortes de agressividade ou congestionamento.,baixo,normal,gemma3:12b,template
obd_000044,new_data/Etanol/trackLog-2023-Feb-27_06-41-02_seg.csv,48,71,27-Feb-2023 06:42:42.525,27-Feb-2023 06:43:05.524,"Janela com velocidade media de 7.4 km/h, RPM medio de 967, carga 35%, acelerador 14% e paradas 58%.",Este padrao sugere condução em congestionamento?,Baixa velocidade media com alta taxa de parada aponta para congestionamento.,baixo,congestionado,gemma3:12b,template
obd_000045,new_data/Etanol/trackLog-2023-Feb-27_06-41-02_seg.csv,96,119,27-Feb-2023 06:43:30.525,27-Feb-2023 06:43:53.525,"Janela com velocidade media de 10.2 km/h, RPM medio de 1346, carga 44%, acelerador 17% e paradas 21%.",O comportamento indica foco em economia?,O trecho mostra uso moderado do motor e bom consumo.,baixo,economico,gemma3:12b,template
obd_000046,new_data/Etanol/trackLog-2023-Feb-27_06-41-02_seg.csv,144,167,27-Feb-2023 06:44:18.525,27-Feb-2023 06:44:41.525,"Janela com velocidade media de 44.9 km/h, RPM medio de 1735, carga 53%, acelerador 20% e paradas 0%.",Este intervalo sugere estilo de conducao economico?,Baixa carga e aceleracao suave indicam eficiencia.,baixo,economico,gemma3:12b,template
obd_000047,new_data/Etanol/trackLog-2023-Feb-27_06-41-02_seg.csv,192,215,27-Feb-2023 06:45:06.529,27-Feb-2023 06:45:29.525,"Janela com velocidade media de 0.0 km/h, RPM medio de 774, carga 38%, acelerador 14% e paradas 100%.",O comportamento do veiculo indica baixa fluidez no transito?,As paradas frequentes indicam congestionamento neste trecho.,baixo,congestionado,gemma3:12b,template
obd_000048,new_data/Etanol/trackLog-2023-Feb-27_06-41-02_seg.csv,240,263,27-Feb-2023 06:45:54.526,27-Feb-2023 06:46:17.526,"Janela com velocidade media de 30.2 km/h, RPM medio de 1310, carga 40%, acelerador 16% e paradas 0%.",O padrao observado favorece economia de combustivel?,O trecho mostra uso moderado do motor e bom consumo.,baixo,economico,gemma3:12b,template
obd_000049,new_data/Etanol/trackLog-2023-Feb-28_06-37-04_ter.csv,0,23,28-Feb-2023 06:37:57.274,28-Feb-2023 06:38:20.275,"Janela com velocidade media de 6.5 km/h, RPM medio de 1215, carga 44%, acelerador 16% e paradas 25%.",O trecho indica conducao estavel e regular?,O padrao e consistente com condução cotidiana.,baixo,normal,gemma3:12b,template
obd_000050,new_data/Etanol/trackLog-2023-Feb-28_06-37-04_ter.csv,48,71,28-Feb-2023 06:38:45.272,28-Feb-2023 06:39:08.275,"Janela com velocidade media de 13.2 km/h, RPM medio de 1203, carga 40%, acelerador 16% e paradas 25%.",O comportamento indica foco em economia?,O trecho mostra uso moderado do motor e bom consumo.,baixo,economico,gemma3:12b,template
obd_000051,new_data/Etanol/trackLog-2023-Feb-28_06-37-04_ter.csv,96,119,28-Feb-2023 06:39:33.271,28-Feb-2023 06:39:56.275,"Janela com velocidade media de 15.6 km/h, RPM medio de 2148, carga 76%, acelerador 27% e paradas 8%.",Os sinais sugerem aceleracoes fortes ou condução esportiva?,RPM e aceleracao mais elevadas indicam condução mais agressiva e maior consumo.,baixo,agressivo,gemma3:12b,template
obd_000052,new_data/Etanol/trackLog-2023-Feb-28_06-37-04_ter.csv,144,167,28-Feb-2023 06:40:21.273,28-Feb-2023 06:40:44.274,"Janela com velocidade media de 0.0 km/h, RPM medio de 782, carga 37%, acelerador 14% e paradas 100%.",Este padrao sugere condução em congestionamento?,As paradas frequentes indicam congestionamento neste trecho.,baixo,congestionado,gemma3:12b,template
obd_000053,new_data/Etanol/trackLog-2023-Feb-28_06-37-04_ter.csv,192,215,28-Feb-2023 06:41:09.274,28-Feb-2023 06:41:32.274,"Janela com velocidade media de 32.0 km/h, RPM medio de 1324, carga 35%, acelerador 15% e paradas 17%.",Este intervalo sugere estilo de conducao economico?,Pouca variacao e RPM baixo apontam para economia.,baixo,economico,gemma3:12b,template
obd_000054,new_data/Etanol/trackLog-2023-Feb-28_06-37-04_ter.csv,240,263,28-Feb-2023 06:41:57.272,28-Feb-2023 06:42:20.274,"Janela com velocidade media de 0.0 km/h, RPM medio de 771, carga 37%, acelerador 14% e paradas 100%.",Este padrao sugere condução em congestionamento?,Baixa velocidade media com alta taxa de parada aponta para congestionamento.,baixo,congestionado,gemma3:12b,template
obd_000055,new_data/Etanol/trackLog-2023-Mar-01_06-39-10_qua.csv,0,23,01-Mar-2023 06:39:50.942,01-Mar-2023 06:40:13.945,"Janela com velocidade media de 16.7 km/h, RPM medio de 1463, carga 48%, acelerador 18% e paradas 4%.",Ha indicios de conducao eficiente neste trecho?,O trecho mostra uso moderado do motor e bom consumo.,baixo,economico,gemma3:12b,template
obd_000056,new_data/Etanol/trackLog-2023-Mar-01_06-39-10_qua.csv,48,71,01-Mar-2023 06:40:38.942,01-Mar-2023 06:41:01.945,"Janela com velocidade media de 30.2 km/h, RPM medio de 1632, carga 52%, acelerador 20% e paradas 0%.",O trecho mostra conducao suave e eficiente?,Pouca variacao e RPM baixo apontam para economia.,baixo,economico,gemma3:12b,template
obd_000057,new_data/Etanol/trackLog-2023-Mar-01_06-39-10_qua.csv,96,119,01-Mar-2023 06:41:26.943,01-Mar-2023 06:41:49.944,"Janela com velocidade media de 31.9 km/h, RPM medio de 1297, carga 39%, acelerador 16% e paradas 0%.",O comportamento indica foco em economia?,Pouca variacao e RPM baixo apontam para economia.,baixo,economico,gemma3:12b,template
obd_000058,new_data/Etanol/trackLog-2023-Mar-01_06-39-10_qua.csv,144,167,01-Mar-2023 06:42:14.943,01-Mar-2023 06:42:37.946,"Janela com velocidade media de 0.0 km/h, RPM medio de 778, carga 36%, acelerador 14% e paradas 100%.",Este padrao sugere condução em congestionamento?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000059,new_data/Etanol/trackLog-2023-Mar-01_06-39-10_qua.csv,192,215,01-Mar-2023 06:43:02.943,01-Mar-2023 06:43:25.944,"Janela com velocidade media de 31.1 km/h, RPM medio de 1357, carga 35%, acelerador 15% e paradas 0%.",Ha indicios de conducao eficiente neste trecho?,O padrao e consistente com condução eficiente e estável.,baixo,economico,gemma3:12b,template
obd_000060,new_data/Etanol/trackLog-2023-Mar-01_06-39-10_qua.csv,240,263,01-Mar-2023 06:43:50.943,01-Mar-2023 06:44:13.942,"Janela com velocidade media de 5.0 km/h, RPM medio de 1094, carga 41%, acelerador 15% e paradas 71%.",Ha indicios de trafego lento ou paradas frequentes neste trecho?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000061,new_data/Etanol/trackLog-2023-Mar-02_06-39-09_qui.csv,0,23,02-Mar-2023 06:39:27.637,02-Mar-2023 06:39:50.642,"Janela com velocidade media de 11.3 km/h, RPM medio de 1453, carga 49%, acelerador 18% e paradas 21%.",O trecho mostra conducao suave e eficiente?,O trecho mostra uso moderado do motor e bom consumo.,baixo,economico,gemma3:12b,template
obd_000062,new_data/Etanol/trackLog-2023-Mar-02_06-39-09_qui.csv,48,71,02-Mar-2023 06:40:15.639,02-Mar-2023 06:40:38.642,"Janela com velocidade media de 6.9 km/h, RPM medio de 1114, carga 43%, acelerador 16% e paradas 46%.",Os sinais indicam operacao regular do veiculo?,O padrao e consistente com condução cotidiana.,baixo,normal,gemma3:12b,template
obd_000063,new_data/Etanol/trackLog-2023-Mar-02_06-39-09_qui.csv,96,119,02-Mar-2023 06:41:03.641,02-Mar-2023 06:41:26.643,"Janela com velocidade media de 35.8 km/h, RPM medio de 1520, carga 44%, acelerador 18% e paradas 0%.",O comportamento indica foco em economia?,Baixa carga e aceleracao suave indicam eficiencia.,baixo,economico,gemma3:12b,template
obd_000064,new_data/Etanol/trackLog-2023-Mar-02_06-39-09_qui.csv,144,167,02-Mar-2023 06:41:51.641,02-Mar-2023 06:42:14.645,"Janela com velocidade media de 0.0 km/h, RPM medio de 782, carga 35%, acelerador 14% e paradas 100%.",O trecho aparenta trafego pesado com pouca variacao de velocidade?,O padrao e consistente com trafego pesado e baixa fluidez.,baixo,congestionado,gemma3:12b,template
obd_000065,new_data/Etanol/trackLog-2023-Mar-02_06-39-09_qui.csv,192,215,02-Mar-2023 06:42:39.639,02-Mar-2023 06:43:02.644,"Janela com velocidade media de 21.0 km/h, RPM medio de 1544, carga 48%, acelerador 18% e paradas 12%.",Ha indicios de conducao eficiente neste trecho?,O padrao e consistente com condução eficiente e estável.,baixo,economico,gemma3:12b,template
obd_000066,new_data/Etanol/trackLog-2023-Mar-02_06-39-09_qui.csv,240,263,02-Mar-2023 06:43:27.641,02-Mar-2023 06:43:50.641,"Janela com velocidade media de 0.7 km/h, RPM medio de 801, carga 36%, acelerador 14% e paradas 92%.",As paradas sao frequentes neste intervalo?,O padrao e consistente com trafego pesado e baixa fluidez.,baixo,congestionado,gemma3:12b,template
obd_000067,new_data/Etanol/trackLog-2023-Mar-03_06-41-56_sex.csv,0,23,03-Mar-2023 06:42:32.051,03-Mar-2023 06:42:55.050,"Janela com velocidade media de 7.0 km/h, RPM medio de 1106, carga 41%, acelerador 16% e paradas 12%.",Ha sinais de condução dentro do padrao normal?,"O trecho parece estável, com demanda moderada do motor.",baixo,normal,gemma3:12b,template
obd_000068,new_data/Etanol/trackLog-2023-Mar-03_06-41-56_sex.csv,48,71,03-Mar-2023 06:43:20.052,03-Mar-2023 06:43:43.052,"Janela com velocidade media de 13.4 km/h, RPM medio de 1113, carga 41%, acelerador 16% e paradas 33%.",O comportamento indica foco em economia?,Baixa carga e aceleracao suave indicam eficiencia.,baixo,economico,gemma3:12b,template
obd_000069,new_data/Etanol/trackLog-2023-Mar-03_06-41-56_sex.csv,96,119,03-Mar-2023 06:44:08.050,03-Mar-2023 06:44:31.051,"Janela com velocidade media de 29.6 km/h, RPM medio de 1268, carga 40%, acelerador 16% e paradas 0%.",O padrao observado favorece economia de combustivel?,Pouca variacao e RPM baixo apontam para economia.,baixo,economico,gemma3:12b,template
obd_000070,new_data/Etanol/trackLog-2023-Mar-03_06-41-56_sex.csv,144,167,03-Mar-2023 06:44:56.051,03-Mar-2023 06:45:19.052,"Janela com velocidade media de 1.8 km/h, RPM medio de 792, carga 36%, acelerador 14% e paradas 83%.",O trecho aparenta trafego pesado com pouca variacao de velocidade?,As paradas frequentes indicam congestionamento neste trecho.,baixo,congestionado,gemma3:12b,template
obd_000071,new_data/Etanol/trackLog-2023-Mar-03_06-41-56_sex.csv,192,215,03-Mar-2023 06:45:44.056,03-Mar-2023 06:46:07.052,"Janela com velocidade media de 20.1 km/h, RPM medio de 1275, carga 38%, acelerador 16% e paradas 0%.",Ha indicios de conducao eficiente neste trecho?,Pouca variacao e RPM baixo apontam para economia.,baixo,economico,gemma3:12b,template
obd_000072,new_data/Etanol/trackLog-2023-Mar-03_06-41-56_sex.csv,240,263,03-Mar-2023 06:46:32.056,03-Mar-2023 06:46:55.054,"Janela com velocidade media de 12.1 km/h, RPM medio de 1090, carga 40%, acelerador 16% e paradas 33%.",O padrao observado favorece economia de combustivel?,Velocidade moderada e RPM baixo sugerem condução mais economica.,baixo,economico,gemma3:12b,template
